Date,Close,High,Low,Open,Volume
2016-03-21,11.734872817993164,11.935055694271297,11.568437036340264,11.703426146295222,115380000
2016-03-28,12.103026390075684,12.112230276949258,11.59374855082639,11.756349333169386,121422000
2016-04-04,11.97647476196289,12.143677866063642,11.789330754830535,12.11836735811842,144325000
2016-04-11,11.925850868225098,12.244916943002801,11.734871893070848,12.074646161286159,112069000
2016-04-18,11.530088424682617,12.024026930971262,11.407370910578074,11.915114881194551,101108000
2016-04-25,11.17880916595459,11.820009133825248,10.987062865573021,11.523952360350593,136696000
2016-05-02,10.882753372192383,11.261643672478618,10.674900448056796,11.210256095824919,111267000
2016-05-09,10.741626739501953,11.214856273844157,10.700976182721096,10.891188604478929,100645000
2016-05-16,11.253973960876465,11.326070463474565,10.728588783394867,10.804520299721048,107608000
2016-05-23,11.757881164550781,11.830744951627388,11.342175393515555,11.365952036217077,96377000
2016-05-30,12.468110084533691,12.731952851509819,11.757881431144506,11.811570153653024,192566000
2016-06-06,12.334656715393066,12.728119039924046,12.271763366383604,12.532538454951911,147770000
2016-06-13,11.96496868133545,12.444334402038729,11.882901000775961,12.282500195334627,144258000
2016-06-20,11.442585945129395,12.279698447156518,11.417965312905714,12.187369975675518,141042000
2016-06-27,11.86575984954834,12.098120116290001,10.946321419889376,11.271779149489474,185362000
2016-07-04,11.936544418334961,11.945007623455288,11.322559212048724,11.662636387384527,92913000
2016-07-11,12.399726867675781,12.431272745501497,12.024258132401062,12.087349154290917,104050000
2016-07-18,12.285088539123535,12.600545177192776,12.05580561140185,12.496675335405163,86681000
2016-07-25,12.46281909942627,12.895224814742175,12.25431046598485,12.28277821507209,114293000
2016-08-01,13.089113235473633,13.095269495009711,12.408960289779708,12.524370711399678,101156000
2016-08-08,13.269926071166992,13.323015196951758,12.915230072858707,13.079883261016578,103625000
2016-08-15,13.459200859069824,13.526907990069327,13.215299923486969,13.339173580804696,97958000
2016-08-22,13.63077449798584,13.745415936999255,13.392259431978706,13.46458337415536,98257000
2016-08-29,13.319169044494629,13.804662474840205,12.987554248267744,13.64154871593601,197113000
2016-09-05,12.370491027832031,13.387644670575058,12.36202782066303,13.358407202840013,131271000
2016-09-12,13.175289154052734,13.310703398819005,12.2143020679205,12.243539534579346,231389000
2016-09-19,12.860800743103027,13.395605429559922,12.772823825898488,13.238945902077798,112499000
2016-09-26,13.31380558013916,13.478182563681688,12.560600340371154,12.741184956607231,151019000
2016-10-03,13.44422435760498,13.501333035163022,12.971157610272027,13.351618157803788,111408000
2016-10-10,13.1262788772583,13.574650884244532,12.872380837275955,13.484358558450161,106200000
2016-10-17,13.34467601776123,13.4727827219812,13.021322579222185,13.09618004026882,82151000
2016-10-24,13.069167137145996,13.659537974221887,13.045243547609232,13.440367689668577,102960000
2016-10-31,13.28679370880127,13.531431664210583,12.797520741881021,13.119330049433533,134677000
2016-11-07,12.929484367370605,13.73825267295865,12.602273032489775,13.45811574136001,158565000
2016-11-14,12.97733211517334,13.054504936483653,12.580665373904413,12.8469100618784,104524000
2016-11-21,13.64024829864502,13.718192448470163,13.052194109756874,13.052194109756874,82729000
2016-11-28,12.673274993896484,13.664941998873571,12.395453383429972,13.586997864283685,149667000
2016-12-05,13.820830345153809,14.03768528618669,12.532820183697229,12.811413097183816,207320000
2016-12-12,13.769120216369629,14.040768403846448,13.600112504433023,13.740567349717367,232709000
