date,Close,High,Low,Open
2026-04-02 13:30:00+00:00,366.13,367.335,363.67,364.195
2026-04-02 13:31:00+00:00,366.305,366.45,364.38,366.26
2026-04-02 13:32:00+00:00,366.14,367.17,365.98,366.315
2026-04-02 13:33:00+00:00,366.36,366.9,366.0,366.145
2026-04-02 13:34:00+00:00,367.415,367.47,366.365,366.375
2026-04-02 13:35:00+00:00,366.155,367.355,366.135,367.265
2026-04-02 13:36:00+00:00,365.425,366.805,365.31,366.255
2026-04-02 13:37:00+00:00,366.965,367.21,365.44,365.475
2026-04-02 13:38:00+00:00,366.68,367.37,366.57,366.925
2026-04-02 13:39:00+00:00,366.495,366.71,366.195,366.61
2026-04-02 13:40:00+00:00,366.945,367.03,366.08,366.465
2026-04-02 13:41:00+00:00,367.98,368.005,366.835,366.95
2026-04-02 13:42:00+00:00,367.33,368.08,367.195,367.99
2026-04-02 13:43:00+00:00,367.045,367.475,366.59,367.335
2026-04-02 13:44:00+00:00,367.405,367.55,367.0,367.02
2026-04-02 13:45:00+00:00,368.125,368.265,367.05,367.405
2026-04-02 13:46:00+00:00,368.905,369.045,368.115,368.195
2026-04-02 13:47:00+00:00,368.985,369.375,368.8,368.905
2026-04-02 13:48:00+00:00,368.295,369.1,367.49,368.91
2026-04-02 13:49:00+00:00,367.22,368.415,367.21,368.255
2026-04-02 13:50:00+00:00,366.795,367.23,366.415,367.22
2026-04-02 13:51:00+00:00,366.54,367.43,366.39,366.885
2026-04-02 13:52:00+00:00,366.13,366.67,366.06,366.455
2026-04-02 13:53:00+00:00,366.36,366.855,366.12,366.125
2026-04-02 13:54:00+00:00,366.265,366.92,366.045,366.365
2026-04-02 13:55:00+00:00,366.37,366.41,365.885,366.315
2026-04-02 13:56:00+00:00,366.13,366.39,365.8,366.39
2026-04-02 13:57:00+00:00,366.03,366.275,365.35,366.105
2026-04-02 13:58:00+00:00,365.845,366.225,365.62,366.02
2026-04-02 13:59:00+00:00,365.475,365.99,365.375,365.845
2026-04-02 14:00:00+00:00,364.865,365.575,364.705,365.475
2026-04-02 14:01:00+00:00,364.265,364.945,363.96,364.845
2026-04-02 14:02:00+00:00,364.43,364.505,363.775,364.185
2026-04-02 14:03:00+00:00,364.405,364.69,364.28,364.43
2026-04-02 14:04:00+00:00,364.435,364.585,364.155,364.4
2026-04-02 14:05:00+00:00,364.28,364.545,363.77,364.43
2026-04-02 14:06:00+00:00,365.51,365.53,364.26,364.285
2026-04-02 14:07:00+00:00,365.775,366.06,365.335,365.555
2026-04-02 14:08:00+00:00,366.26,366.37,365.665,365.695
2026-04-02 14:09:00+00:00,366.515,366.67,366.01,366.27
2026-04-02 14:10:00+00:00,366.895,367.025,366.195,366.51
2026-04-02 14:11:00+00:00,367.75,368.36,366.78,366.865
2026-04-02 14:12:00+00:00,367.775,367.94,367.145,367.745
2026-04-02 14:13:00+00:00,368.06,368.285,367.205,367.77
2026-04-02 14:14:00+00:00,368.29,368.435,367.85,368.055
2026-04-02 14:15:00+00:00,368.935,368.935,367.965,368.29
2026-04-02 14:16:00+00:00,368.68,369.5,368.53,369.03
2026-04-02 14:17:00+00:00,369.125,369.19,368.36,368.67
2026-04-02 14:18:00+00:00,369.745,369.95,369.12,369.195
2026-04-02 14:19:00+00:00,369.485,369.745,369.045,369.74
2026-04-02 14:20:00+00:00,369.185,369.74,369.07,369.39
2026-04-02 14:21:00+00:00,369.315,369.445,368.885,369.2
2026-04-02 14:22:00+00:00,369.035,369.36,368.675,369.31
2026-04-02 14:23:00+00:00,368.775,369.26,368.68,369.03
2026-04-02 14:24:00+00:00,368.19,368.685,368.085,368.685
2026-04-02 14:25:00+00:00,367.455,368.375,367.32,368.255
2026-04-02 14:26:00+00:00,367.49,367.885,367.32,367.45
2026-04-02 14:27:00+00:00,366.995,367.515,366.91,367.425
2026-04-02 14:28:00+00:00,366.875,367.195,366.575,366.99
2026-04-02 14:29:00+00:00,366.29,366.86,366.16,366.84
2026-04-02 14:30:00+00:00,366.17,366.27,365.76,365.97
2026-04-02 14:31:00+00:00,366.285,366.735,366.19,366.195
2026-04-02 14:32:00+00:00,366.45,366.89,366.13,366.285
2026-04-02 14:33:00+00:00,367.045,367.18,366.33,366.465
2026-04-02 14:34:00+00:00,366.535,367.045,366.42,367.045
2026-04-02 14:35:00+00:00,367.365,367.455,366.405,366.53
2026-04-02 14:36:00+00:00,369.01,369.59,367.03,367.29
2026-04-02 14:37:00+00:00,369.32,370.14,368.67,369.02
2026-04-02 14:38:00+00:00,367.74,369.475,367.74,368.38
2026-04-02 14:39:00+00:00,368.44,369.055,367.35,367.62
2026-04-02 14:40:00+00:00,367.13,368.265,367.13,368.02
2026-04-02 14:41:00+00:00,367.065,367.45,366.86,367.055
2026-04-02 14:42:00+00:00,367.355,367.68,367.065,367.065
2026-04-02 14:43:00+00:00,367.425,368.135,367.355,367.415
2026-04-02 14:44:00+00:00,367.845,367.845,367.37,367.52
2026-04-02 14:45:00+00:00,368.14,368.245,367.69,367.71
2026-04-02 14:46:00+00:00,367.425,368.145,367.26,368.135
2026-04-02 14:47:00+00:00,367.685,367.84,367.13,367.42
2026-04-02 14:48:00+00:00,366.98,367.695,366.82,367.66
2026-04-02 14:49:00+00:00,365.66,367.0,365.585,366.98
2026-04-02 14:50:00+00:00,364.96,365.665,364.605,365.655
2026-04-02 14:51:00+00:00,364.43,365.13,364.25,364.935
2026-04-02 14:52:00+00:00,365.53,365.64,364.215,364.445
2026-04-02 14:53:00+00:00,365.385,365.97,365.075,365.54
2026-04-02 14:54:00+00:00,365.86,366.15,365.38,365.385
2026-04-02 14:55:00+00:00,366.53,366.705,365.805,365.83
2026-04-02 14:56:00+00:00,366.285,366.76,366.115,366.53
2026-04-02 14:57:00+00:00,366.945,366.99,365.95,366.29
2026-04-02 14:58:00+00:00,367.6,367.76,366.785,366.945
2026-04-02 14:59:00+00:00,367.41,367.605,367.025,367.6
2026-04-02 15:00:00+00:00,365.96,367.38,365.905,367.29
2026-04-02 15:01:00+00:00,365.73,366.33,365.59,365.96
2026-04-02 15:02:00+00:00,365.81,366.01,365.575,365.775
2026-04-02 15:03:00+00:00,366.695,366.835,365.55,365.82
2026-04-02 15:04:00+00:00,366.94,367.195,366.45,366.71
2026-04-02 15:05:00+00:00,366.84,367.325,366.585,366.895
2026-04-02 15:06:00+00:00,367.31,367.63,366.76,366.865
2026-04-02 15:07:00+00:00,366.89,367.41,366.17,367.25
2026-04-02 15:08:00+00:00,367.035,367.335,366.82,366.895
2026-04-02 15:09:00+00:00,367.045,367.21,366.68,367.035
2026-04-02 15:10:00+00:00,367.245,367.38,366.05,367.03
2026-04-02 15:11:00+00:00,367.215,367.565,367.03,367.24
2026-04-02 15:12:00+00:00,367.835,367.955,367.17,367.205
2026-04-02 15:13:00+00:00,367.525,368.02,367.415,367.83
2026-04-02 15:14:00+00:00,366.78,367.515,366.29,367.515
2026-04-02 15:15:00+00:00,367.02,367.115,366.62,366.795
2026-04-02 15:16:00+00:00,367.52,367.545,366.91,367.025
2026-04-02 15:17:00+00:00,367.105,367.82,367.085,367.5
2026-04-02 15:18:00+00:00,367.26,367.4,366.055,367.015
2026-04-02 15:19:00+00:00,366.75,367.42,366.695,367.275
2026-04-02 15:20:00+00:00,366.015,366.78,365.735,366.74
2026-04-02 15:21:00+00:00,365.995,366.29,365.54,366.02
2026-04-02 15:22:00+00:00,365.815,366.39,365.77,365.995
2026-04-02 15:23:00+00:00,365.81,366.235,365.66,365.78
2026-04-02 15:24:00+00:00,366.26,366.46,365.72,365.81
2026-04-02 15:25:00+00:00,365.8,366.36,365.645,366.255
2026-04-02 15:26:00+00:00,366.175,366.385,365.72,365.805
2026-04-02 15:27:00+00:00,366.505,366.505,365.985,366.185
2026-04-02 15:28:00+00:00,366.45,366.875,365.76,366.5
2026-04-02 15:29:00+00:00,366.0,366.455,365.885,366.445
2026-04-02 15:30:00+00:00,365.93,366.22,365.675,366.005
2026-04-02 15:31:00+00:00,365.645,365.99,365.44,365.92
2026-04-02 15:32:00+00:00,365.675,365.81,365.42,365.64
2026-04-02 15:33:00+00:00,365.235,365.665,365.08,365.655
2026-04-02 15:34:00+00:00,365.79,365.915,365.105,365.23
2026-04-02 15:35:00+00:00,366.07,366.175,365.635,365.815
