Date,AdjClose,Close,High,Low,Open,Volume
2021-09-04,49944.625,49944.625,50545.58203125,49548.78125,50009.32421875,37471327794
2021-09-05,51753.41015625,51753.41015625,51868.6796875,49538.59765625,49937.859375,30322676319
2021-09-06,52633.53515625,52633.53515625,52700.94140625,51053.6796875,51769.00390625,38884105426
2021-09-07,46811.12890625,46811.12890625,52853.765625,43285.20703125,52660.48046875,65210059683
2021-09-08,46091.390625,46091.390625,47334.0546875,44561.39453125,46827.76171875,49007762488
2021-09-09,46391.421875,46391.421875,47261.94921875,45669.73828125,45774.7421875,38672657013
2021-09-10,44883.91015625,44883.91015625,47031.7421875,44344.484375,46396.6640625,39154666597
2021-09-11,45201.45703125,45201.45703125,45969.29296875,44818.265625,44869.83984375,34499835245
2021-09-12,46063.26953125,46063.26953125,46364.87890625,44790.4609375,45206.62890625,27881980161
2021-09-13,44963.07421875,44963.07421875,46598.6796875,43591.3203125,46057.21484375,40969943253
2021-09-14,47092.4921875,47092.4921875,47218.125,44752.33203125,44960.05078125,38652152880
2021-09-15,48176.34765625,48176.34765625,48450.46875,46773.328125,47098.0,30484496466
2021-09-16,47783.359375,47783.359375,48486.828125,47079.55859375,48158.90625,31764293754
2021-09-17,47267.51953125,47267.51953125,48160.921875,46832.5234375,47771.00390625,28727713711
2021-09-18,48278.36328125,48278.36328125,48791.78125,47087.28515625,47273.52734375,28575630451
2021-09-19,47260.21875,47260.21875,48328.3671875,46919.8046875,48268.85546875,26967722648
2021-09-20,42843.80078125,42843.80078125,47328.19921875,42598.9140625,47261.40625,43909845642
2021-09-21,40693.67578125,40693.67578125,43607.609375,39787.609375,43012.234375,48701090088
2021-09-22,43574.5078125,43574.5078125,43978.62109375,40625.6328125,40677.953125,38139709246
2021-09-23,44895.09765625,44895.09765625,44942.17578125,43109.33984375,43560.296875,34244064430
2021-09-24,42839.75,42839.75,45080.4921875,40936.55859375,44894.30078125,42839345714
2021-09-25,42716.59375,42716.59375,42996.2578125,41759.921875,42840.890625,31604717236
2021-09-26,43208.5390625,43208.5390625,43919.30078125,40848.4609375,42721.62890625,30661222077
2021-09-27,42235.73046875,42235.73046875,44313.24609375,42190.6328125,43234.18359375,30980029059
2021-09-28,41034.54296875,41034.54296875,42775.14453125,40931.6640625,42200.8984375,30214940550
2021-09-29,41564.36328125,41564.36328125,42545.2578125,40829.66796875,41064.984375,30602359905
2021-09-30,43790.89453125,43790.89453125,44092.6015625,41444.58203125,41551.26953125,31141681925
2021-10-01,48116.94140625,48116.94140625,48436.01171875,43320.0234375,43816.7421875,42850641582
2021-10-02,47711.48828125,47711.48828125,48282.0625,47465.49609375,48137.46875,30614346492
2021-10-03,48199.953125,48199.953125,49130.69140625,47157.2890625,47680.02734375,26638115879
2021-10-04,49112.90234375,49112.90234375,49456.77734375,47045.00390625,48208.90625,33383173002
2021-10-05,51514.8125,51514.8125,51839.984375,49072.83984375,49174.9609375,35873904236
2021-10-06,55361.44921875,55361.44921875,55568.46484375,50488.19140625,51486.6640625,49034730168
2021-10-07,53805.984375,53805.984375,55338.625,53525.46875,55338.625,36807860413
2021-10-08,53967.84765625,53967.84765625,55922.98046875,53688.0546875,53802.14453125,34800873924
2021-10-09,54968.22265625,54968.22265625,55397.9453125,53735.14453125,53929.78125,32491211414
2021-10-10,54771.578125,54771.578125,56401.3046875,54264.2578125,54952.8203125,39527792364
2021-10-11,57484.7890625,57484.7890625,57793.0390625,54519.765625,54734.125,42637331698
2021-10-12,56041.05859375,56041.05859375,57627.87890625,54477.97265625,57526.83203125,41083758949
2021-10-13,57401.09765625,57401.09765625,57688.66015625,54370.97265625,56038.2578125,41684252783
2021-10-14,57321.5234375,57321.5234375,58478.734375,56957.07421875,57372.83203125,36615791366
2021-10-15,61593.94921875,61593.94921875,62757.12890625,56868.14453125,57345.90234375,51780081801
2021-10-16,60892.1796875,60892.1796875,62274.4765625,60206.12109375,61609.52734375,34250964237
2021-10-17,61553.6171875,61553.6171875,61645.5234375,59164.46875,60887.65234375,29032367511
2021-10-18,62026.078125,62026.078125,62614.66015625,60012.7578125,61548.8046875,38055562075
2021-10-19,64261.9921875,64261.9921875,64434.53515625,61622.93359375,62043.1640625,40471196346
2021-10-20,65992.8359375,65992.8359375,66930.390625,63610.67578125,64284.5859375,40788955582
2021-10-21,62210.171875,62210.171875,66600.546875,62117.41015625,66002.234375,45908121370
2021-10-22,60692.265625,60692.265625,63715.0234375,60122.796875,62237.890625,38434082775
2021-10-23,61393.6171875,61393.6171875,61743.87890625,59826.5234375,60694.62890625,26882546034
2021-10-24,60930.8359375,60930.8359375,61505.8046875,59643.34375,61368.34375,27316183882
2021-10-25,63039.82421875,63039.82421875,63729.32421875,60691.80078125,60893.92578125,31064911614
2021-10-26,60363.79296875,60363.79296875,63229.02734375,59991.16015625,63032.76171875,34878965587
2021-10-27,58482.38671875,58482.38671875,61435.18359375,58208.1875,60352.0,43657076893
2021-10-28,60622.13671875,60622.13671875,62128.6328125,58206.91796875,58470.73046875,45257083247
2021-10-29,62227.96484375,62227.96484375,62927.609375,60329.96484375,60624.87109375,36856881767
2021-10-30,61888.83203125,61888.83203125,62330.14453125,60918.38671875,62239.36328125,32157938616
2021-10-31,61318.95703125,61318.95703125,62406.171875,60074.328125,61850.48828125,32241199927
2021-11-01,61004.40625,61004.40625,62419.00390625,59695.18359375,61320.44921875,36150572843
2021-11-02,63226.40234375,63226.40234375,64242.79296875,60673.0546875,60963.25390625,37746665647
2021-11-03,62970.046875,62970.046875,63516.9375,61184.23828125,63254.3359375,36124731509
2021-11-04,61452.23046875,61452.23046875,63123.2890625,60799.6640625,62941.8046875,32615846901
2021-11-05,61125.67578125,61125.67578125,62541.46875,60844.609375,61460.078125,30605102446
2021-11-06,61527.48046875,61527.48046875,61590.68359375,60163.78125,61068.875,29094934221
2021-11-07,63326.98828125,63326.98828125,63326.98828125,61432.48828125,61554.921875,24726754302
2021-11-08,67566.828125,67566.828125,67673.7421875,63344.06640625,63344.06640625,41125608330
2021-11-09,66971.828125,66971.828125,68530.3359375,66382.0625,67549.734375,42357991721
2021-11-10,64995.23046875,64995.23046875,68789.625,63208.11328125,66953.3359375,48730828378
2021-11-11,64949.9609375,64949.9609375,65579.015625,64180.48828125,64978.890625,35880633236
2021-11-12,64155.94140625,64155.94140625,65460.81640625,62333.9140625,64863.98046875,36084893887
2021-11-13,64469.52734375,64469.52734375,64915.67578125,63303.734375,64158.12109375,30474228777
2021-11-14,65466.83984375,65466.83984375,65495.1796875,63647.80859375,64455.37109375,25122092191
2021-11-15,63557.87109375,63557.87109375,66281.5703125,63548.14453125,65521.2890625,30558763548
2021-11-16,60161.24609375,60161.24609375,63721.1953125,59016.3359375,63721.1953125,46844335592
