Date,Close,High,Low,Open,Volume
2024-03-21,27.171077728271484,27.326765878478046,26.928899094115884,26.941254069511924,3437600
2024-03-22,26.80533790588379,27.07223026040207,26.69907531392145,26.99809286679402,2808800
2024-03-25,26.96596908569336,26.995622536381287,26.644709543697005,26.716375191846723,2182400
2024-03-26,27.242746353149414,27.287228417304142,27.02280778188227,27.067289846037,2076000
2024-03-27,27.536819458007812,27.56153129432126,27.19084809344279,27.3168809096513,2536800
2024-03-28,27.606014251708984,27.796299356835156,27.512108516506764,27.655439811335665,2580000
2024-04-01,27.69003677368164,27.835837932517688,27.410787546485597,27.60601426497207,2701200
2024-04-02,28.288070678710938,28.36962143455465,27.783941304484674,27.80618139131901,4365600
2024-04-03,28.359739303588867,28.89352218302679,28.233706475438517,28.39680800426749,4476000
2024-04-04,27.437971115112305,28.522837167285896,27.39843255280998,28.48576846892025,3682400
2024-04-05,27.84324836730957,28.00140637077548,27.56647280394029,27.596126251220074,3814000
2024-04-08,28.26336097717285,28.315256402431146,27.902562864382514,28.110144565415702,1950000
2024-04-09,27.455270767211914,28.221349062926414,27.344066552737633,28.132384937190032,2527600
2024-04-10,28.04836082458496,28.288069584396144,27.5096345236398,27.51210627276763,3771200
2024-04-11,27.71721839904785,27.949511914096142,27.635667645438893,27.949511914096142,2621200
2024-04-12,27.279813766479492,27.70733591208572,27.183436279592325,27.677680575584912,3144000
2024-04-15,26.97585105895996,27.707332295297704,26.83746139207998,27.672735349925738,3698000
2024-04-16,26.53844451904297,27.07717082018103,26.39264337211552,26.980793343474915,9014000
2024-04-17,26.99315071105957,28.21393273407889,26.820164091249307,27.059872855651623,9964400
2024-04-18,27.331708908081055,27.61589975241028,26.899245153569037,27.339122270781342,3843600
2024-04-19,27.56647491455078,27.766643240583562,27.33170775505568,27.33170775505568,4045600
2024-04-22,27.954458236694336,28.11508612559286,27.640612050936483,27.793828462403436,3738400
2024-04-23,28.34244155883789,28.68099771646477,27.78147319140407,27.954459837234193,4165200
2024-04-24,28.57720184326172,28.74771670960973,28.255942332685617,28.357263307006072,2669200
2024-04-25,28.997312545776367,29.153000708912778,28.379507162898303,28.52036860017121,3764400
2024-04-26,28.70323371887207,29.078858499971325,28.547545581482176,29.03437644434451,2868800
2024-04-29,28.846569061279297,29.09616107237406,28.510482790383477,28.594503415411253,3070800
2024-04-30,28.448699951171875,28.95035756753409,28.43140147769015,28.878691924426317,3654000
2024-05-01,28.88857650756836,29.143111992170834,28.39680401152885,28.505536463400716,4420000
2024-05-02,29.6052303314209,29.751031475268952,29.019550236167916,29.064032292584496,6709200
2024-05-03,29.684310913085938,29.7460914455417,28.83915179619302,29.513796040182523,5837600
2024-05-06,30.1513729095459,30.158786272102855,29.793044674356967,29.842470233723873,3045200
2024-05-07,29.788101196289062,30.366366064238413,29.738675640016346,30.208208054950102,3738400
2024-05-08,29.585458755493164,30.04757588586751,29.397645427508962,29.938843441575216,2807200
2024-05-09,29.439655303955078,29.775741513180353,29.296325917832075,29.58545832439746,3361200
2024-05-10,29.681840896606445,29.807873718083407,29.444603864374262,29.456958840351323,2267600
2024-05-13,29.71643829345703,29.894366541658595,29.582992107305856,29.68431309296211,2088400
2024-05-14,30.099477767944336,30.116776242536567,29.625001820543115,29.65465715644079,2452400
2024-05-15,30.1513729095459,30.2131534447103,29.81528664742015,30.064880537394192,2711200
2024-05-16,30.104419708251953,30.299646429566323,29.94626168586427,30.205740692958745,2233200
2024-05-17,30.598663330078125,30.6283186656491,30.15137285955498,30.354012939142557,2418000
2024-05-20,31.026182174682617,31.078077592388656,30.61843030940135,30.6307852838692,2803600
2024-05-21,31.285661697387695,31.3425006176169,30.89768002353868,31.013827727847563,2638000
2024-05-22,30.905094146728516,31.29060596621799,30.89026742169164,31.233767044589467,2770000
2024-05-23,30.746932983398438,31.384508490261638,30.455328813348828,31.053365762360475,3566800
2024-05-24,31.63163185119629,31.67611202351054,30.910035702084997,30.96440287099199,2640800
2024-05-28,31.779911041259766,31.925712209556295,31.4487663689883,31.631636238079814,2762400
2024-05-29,31.619277954101562,31.866400101098503,31.438879842613513,31.550084054605193,2695600
2024-05-30,31.51795768737793,31.78237829945957,31.295547386236294,31.693414179002918,2211600
2024-05-31,31.129213333129883,31.62442830339515,30.24277808297221,31.57243095820872,6855600
2024-06-03,31.34463119506836,31.505576441093364,30.742946808999044,31.2777780040924,3973600
2024-06-04,30.876651763916016,31.54766969198126,30.785038206038468,31.339678428044525,4393600
2024-06-05,31.06483268737793,31.240633762846485,30.745418827184615,31.00045421679527,2698800
2024-06-06,30.359153747558594,31.14902222559172,30.349249221512654,31.03264640592093,2898000
2024-06-07,30.63895034790039,31.077216664012724,30.47057717878352,30.579525079122444,3485600
2024-06-10,31.06483268737793,31.163876052329318,30.381435547217926,30.500287962978604,2690800
2024-06-11,30.542381286621094,30.89398344340045,30.11649613262014,30.866748359453965,2585600
2024-06-12,30.136306762695312,30.542382886833444,29.616331422186256,30.50276667157604,4196400
2024-06-13,30.027359008789062,30.17592501172841,29.737658703428696,30.06202579481139,2888400
2024-06-14,29.74756622314453,29.980317888016433,29.44053343842304,29.712901322728978,3054400
2024-06-17,29.975360870361328,30.02240689598714,29.544524384883083,29.71289754654397,1849200
2024-06-18,29.648521423339844,29.970411927917105,29.6014772830797,29.935747029158975,2306800
2024-06-20,29.77480125427246,29.90355632038632,29.638616376473443,29.745087674817604,3755200
2024-06-21,29.757469177246094,29.878796322286966,29.257302862621774,29.802038602437985,4255200
2024-06-24,29.975360870361328,30.473052433212583,29.730229994548985,29.73270659829117,3010400
2024-06-25,30.235349655151367,30.312107369748666,29.920887096397294,29.997646700089756,2197200
2024-06-26,30.455717086791992,30.46809821522949,29.99269046401617,30.193253787952795,2281600
2024-06-27,30.453245162963867,30.745422081494215,30.391343289454007,30.525051562926734,2168800
2024-06-28,30.356678009033203,30.55228815355182,30.084310146839712,30.520099859806443,3506400
2024-07-01,31.384248733520508,31.480815501572955,30.32696560344324,30.723137201747537,3292000
2024-07-02,31.619474411010742,31.683852884697625,31.371866931240586,31.446149930809693,2808400
2024-07-03,31.082168579101562,31.94136688994685,30.733042993099126,31.693759394675943,1865200
2024-07-05,30.69837760925293,30.881606623908116,30.086786803353668,30.765230800716566,3610000
2024-07-08,30.57209587097168,31.10692704567166,30.487908345406083,30.975695383470583,2009600
2024-07-09,31.01283836364746,31.277778304443753,30.594381097783174,30.7355172926168,2416000
2024-07-10,30.906370162963867,31.32482747075202,30.884086393223768,31.05245958016556,3103200
2024-07-11,29.97288703918457,30.527527280788462,29.56681091187339,30.17344849902497,4988000
2024-07-12,30.111547470092773,30.331917988432128,30.01002749087597,30.151163686768538,4124400
2024-07-15,30.866750717163086,30.995505781207505,30.242778782306804,30.247731990017304,4508000
2024-07-16,30.619142532348633,30.965791500417584,30.356677313402603,30.898938310602915,9560000
2024-07-17,30.54733657836914,30.661235796544503,28.875986028693447,30.049644996852383,11575200
2024-07-18,29.61385726928711,30.396297893150333,29.398439948600924,30.39382128914953,5996000
2024-07-19,29.873842239379883,30.002597295190146,29.383578607631904,29.56433289560076,4558400
2024-07-22,30.28239631652832,30.433437034231105,29.76489568806422,29.87384358649776,3509600
2024-07-23,30.22544288635254,30.378960193250602,30.04221389296099,30.322009645646393,3314000
2024-07-24,29.24739646911621,30.13135510475186,29.21520628741857,30.106592845262856,3845600
2024-07-25,29.35881996154785,29.480147102485514,28.79179858376436,29.423198437780076,4695200
