date,Close,High,Low,Open,Volume,Adjclose,Adjhigh,Adjlow,Adjopen,Adjvolume,Divcash,Splitfactor
2024-04-01 00:00:00+00:00,4.08,4.14,4.03,4.13,5814457,4.08,4.14,4.03,4.13,5814457,0.0,1.0
2024-04-02 00:00:00+00:00,3.87,4.03,3.8332,4.03,12184520,3.87,4.03,3.8332,4.03,12184520,0.0,1.0
2024-04-03 00:00:00+00:00,3.88,3.95,3.8,3.9,7934789,3.88,3.95,3.8,3.9,7934789,0.0,1.0
2024-04-04 00:00:00+00:00,3.9,4.04,3.86,3.93,6553808,3.9,4.04,3.86,3.93,6553808,0.0,1.0
2024-04-05 00:00:00+00:00,3.8,3.92,3.78,3.91,9034503,3.8,3.92,3.78,3.91,9034503,0.0,1.0
2024-04-08 00:00:00+00:00,3.77,3.84,3.73,3.81,6256922,3.77,3.84,3.73,3.81,6256922,0.0,1.0
2024-04-09 00:00:00+00:00,3.84,3.92,3.78,3.84,5215162,3.84,3.92,3.78,3.84,5215162,0.0,1.0
2024-04-10 00:00:00+00:00,3.74,3.78,3.66,3.74,7771430,3.74,3.78,3.66,3.74,7771430,0.0,1.0
2024-04-11 00:00:00+00:00,3.86,3.955,3.78,3.83,7521131,3.86,3.955,3.78,3.83,7521131,0.0,1.0
2024-04-12 00:00:00+00:00,3.73,3.87,3.7,3.85,8803045,3.73,3.87,3.7,3.85,8803045,0.0,1.0
2024-04-15 00:00:00+00:00,3.53,3.785,3.51,3.76,15973752,3.53,3.785,3.51,3.76,15973752,0.0,1.0
2024-04-16 00:00:00+00:00,3.56,3.65,3.47,3.51,7230973,3.56,3.65,3.47,3.51,7230973,0.0,1.0
2024-04-17 00:00:00+00:00,3.57,3.66,3.54,3.58,4283854,3.57,3.66,3.54,3.58,4283854,0.0,1.0
2024-04-18 00:00:00+00:00,3.55,3.64,3.48,3.58,5011490,3.55,3.64,3.48,3.58,5011490,0.0,1.0
2024-04-19 00:00:00+00:00,3.55,3.62,3.51,3.53,5730346,3.55,3.62,3.51,3.53,5730346,0.0,1.0
2024-04-22 00:00:00+00:00,3.59,3.61,3.49,3.58,5642325,3.59,3.61,3.49,3.58,5642325,0.0,1.0
2024-04-23 00:00:00+00:00,3.68,3.78,3.575,3.58,5609680,3.68,3.78,3.575,3.58,5609680,0.0,1.0
2024-04-24 00:00:00+00:00,3.69,3.78,3.62,3.73,6095203,3.69,3.78,3.62,3.73,6095203,0.0,1.0
2024-04-25 00:00:00+00:00,3.65,3.685,3.56,3.66,5236162,3.65,3.685,3.56,3.66,5236162,0.0,1.0
2024-04-26 00:00:00+00:00,3.77,3.775,3.65,3.67,5016457,3.77,3.775,3.65,3.67,5016457,0.0,1.0
2024-04-29 00:00:00+00:00,3.8,3.83,3.73,3.81,3869197,3.8,3.83,3.73,3.81,3869197,0.0,1.0
2024-04-30 00:00:00+00:00,3.76,3.8351,3.71,3.82,7577561,3.76,3.8351,3.71,3.82,7577561,0.0,1.0
2024-05-01 00:00:00+00:00,3.85,3.98,3.72,3.76,9613338,3.85,3.98,3.72,3.76,9613338,0.0,1.0
2024-05-02 00:00:00+00:00,3.95,3.955,3.81,3.9,6283341,3.95,3.955,3.81,3.9,6283341,0.0,1.0
2024-05-03 00:00:00+00:00,4.0,4.08,3.96,4.0,5417240,4.0,4.08,3.96,4.0,5417240,0.0,1.0
2024-05-06 00:00:00+00:00,4.06,4.12,4.025,4.06,8227083,4.06,4.12,4.025,4.06,8227083,0.0,1.0
2024-05-07 00:00:00+00:00,3.97,3.99,3.655,3.9,17275471,3.97,3.99,3.655,3.9,17275471,0.0,1.0
