date,Close,High,Low,Open,Volume,Adjclose,Adjhigh,Adjlow,Adjopen,Adjvolume,Divcash,Splitfactor
2024-04-01 00:00:00+00:00,252.11,268.81,249.2238,261.87,9580480,252.11,268.81,249.2238,261.87,9580480,0.0,1.0
2024-04-02 00:00:00+00:00,245.84,248.125,235.99,238.1,8739238,245.84,248.125,235.99,238.1,8739238,0.0,1.0
2024-04-03 00:00:00+00:00,251.58,255.998,243.0,244.04,6567091,251.58,255.998,243.0,244.04,6567091,0.0,1.0
2024-04-04 00:00:00+00:00,249.61,261.5,249.46,260.15,8034164,249.61,261.5,249.46,260.15,8034164,0.0,1.0
2024-04-05 00:00:00+00:00,240.9,253.96,240.2,244.91,8194998,240.9,253.96,240.2,244.91,8194998,0.0,1.0
2024-04-08 00:00:00+00:00,256.99,261.63,249.68,252.859,9881184,256.99,261.63,249.68,252.859,9881184,0.0,1.0
2024-04-09 00:00:00+00:00,242.95,254.55,241.1,253.225,7706137,242.95,254.55,241.1,253.225,7706137,0.0,1.0
2024-04-10 00:00:00+00:00,250.99,251.265,234.12,238.24,8416023,250.99,251.265,234.12,238.24,8416023,0.0,1.0
2024-04-11 00:00:00+00:00,263.01,264.3,247.3103,250.99,8655112,263.01,264.3,247.3103,250.99,8655112,0.0,1.0
2024-04-12 00:00:00+00:00,245.75,259.97,244.3101,259.42,9051648,245.75,259.97,244.3101,259.42,9051648,0.0,1.0
2024-04-15 00:00:00+00:00,223.41,249.7392,222.14,247.94,11239787,223.41,249.7392,222.14,247.94,11239787,0.0,1.0
2024-04-16 00:00:00+00:00,218.83,223.0,205.67,223.0,16472144,218.83,223.0,205.67,223.0,16472144,0.0,1.0
2024-04-17 00:00:00+00:00,213.78,224.87,205.9,222.04,9440213,213.78,224.87,205.9,222.04,9440213,0.0,1.0
2024-04-18 00:00:00+00:00,218.08,228.05,213.25,215.57,9403920,218.08,228.05,213.25,215.57,9403920,0.0,1.0
2024-04-19 00:00:00+00:00,211.01,227.76,210.18,223.83,9363985,211.01,227.76,210.18,223.83,9363985,0.0,1.0
2024-04-22 00:00:00+00:00,225.86,227.14,215.033,216.79,8207010,225.86,227.14,215.033,216.79,8207010,0.0,1.0
2024-04-23 00:00:00+00:00,236.43,238.67,223.61,223.62,7338353,236.43,238.67,223.61,223.62,7338353,0.0,1.0
2024-04-24 00:00:00+00:00,224.37,239.0,223.87,236.83,6737434,224.37,239.0,223.87,236.83,6737434,0.0,1.0
2024-04-25 00:00:00+00:00,223.61,225.94,213.64,216.045,5143505,223.61,225.94,213.64,216.045,5143505,0.0,1.0
2024-04-26 00:00:00+00:00,236.32,237.02,218.66,220.77,6044874,236.32,237.02,218.66,220.77,6044874,0.0,1.0
2024-04-29 00:00:00+00:00,218.16,230.32,216.54,229.942,9576110,218.16,230.32,216.54,229.942,9576110,0.0,1.0
2024-04-30 00:00:00+00:00,203.93,216.57,202.59,214.3501,9127863,203.93,216.57,202.59,214.3501,9127863,0.0,1.0
2024-05-01 00:00:00+00:00,210.09,218.52,198.2,199.0,10191466,210.09,218.52,198.2,199.0,10191466,0.0,1.0
2024-05-02 00:00:00+00:00,228.85,232.71,210.76,216.48,12454215,228.85,232.71,210.76,216.48,12454215,0.0,1.0
2024-05-03 00:00:00+00:00,223.25,232.25,216.55,230.9,13739132,223.25,232.25,216.55,230.9,13739132,0.0,1.0
2024-05-06 00:00:00+00:00,226.93,235.8,224.9,225.84,9690593,226.93,235.8,224.9,225.84,9690593,0.0,1.0
2024-05-07 00:00:00+00:00,214.34,230.82,214.12,226.94,8169566,214.34,230.82,214.12,226.94,8169566,0.0,1.0
2024-05-08 00:00:00+00:00,211.2,214.9,206.525,209.5,4615442,211.2,214.9,206.525,209.5,4615442,0.0,1.0
2024-05-09 00:00:00+00:00,210.45,213.8497,205.11,210.22,4649731,210.45,213.8497,205.11,210.22,4649731,0.0,1.0
2024-05-10 00:00:00+00:00,200.92,214.87,200.5,214.5,7423528,200.92,214.87,200.5,214.5,7423528,0.0,1.0
2024-05-13 00:00:00+00:00,199.51,206.665,197.64,204.0,7542161,199.51,206.665,197.64,204.0,7542161,0.0,1.0
2024-05-14 00:00:00+00:00,203.05,206.9669,194.93,195.96,5356047,203.05,206.9669,194.93,195.96,5356047,0.0,1.0
2024-05-15 00:00:00+00:00,219.91,221.4,207.7,212.21,9339278,219.91,221.4,207.7,212.21,9339278,0.0,1.0
2024-05-16 00:00:00+00:00,199.17,216.4499,198.64,215.0,12185482,199.17,216.4499,198.64,215.0,12185482,0.0,1.0
2024-05-17 00:00:00+00:00,207.6,210.67,199.8315,205.66,8688627,207.6,210.67,199.8315,205.66,8688627,0.0,1.0
2024-05-20 00:00:00+00:00,225.19,226.26,203.72,207.96,11223310,225.19,226.26,203.72,207.96,11223310,0.0,1.0
2024-05-21 00:00:00+00:00,225.78,233.65,220.12,231.97,10704505,225.78,233.65,220.12,231.97,10704505,0.0,1.0
2024-05-22 00:00:00+00:00,231.51,238.77,221.2089,225.01,8933689,231.51,238.77,221.2089,225.01,8933689,0.0,1.0
2024-05-23 00:00:00+00:00,218.86,234.32,217.66,233.81,9428333,218.86,234.32,217.66,233.81,9428333,0.0,1.0
2024-05-24 00:00:00+00:00,237.65,237.79,220.05,221.0,10249246,237.65,237.79,220.05,221.0,10249246,0.0,1.0
2024-05-28 00:00:00+00:00,245.0,247.1319,231.05,235.45,10843128,245.0,247.1319,231.05,235.45,10843128,0.0,1.0
2024-05-29 00:00:00+00:00,236.65,240.49,233.18,239.02,6801950,236.65,240.49,233.18,239.02,6801950,0.0,1.0
2024-05-30 00:00:00+00:00,234.76,248.86,233.38,241.1,9349187,234.76,248.86,233.38,241.1,9349187,0.0,1.0
2024-05-31 00:00:00+00:00,225.92,240.41,219.17,239.28,10123077,225.92,240.41,219.17,239.28,10123077,0.0,1.0
2024-06-03 00:00:00+00:00,231.39,239.2,224.69,232.5,7333118,231.39,239.2,224.69,232.5,7333118,0.0,1.0
2024-06-04 00:00:00+00:00,244.2,247.2,230.1557,230.23,10854296,244.2,247.2,230.1557,230.23,10854296,0.0,1.0
2024-06-05 00:00:00+00:00,251.4,251.89,240.7,246.86,9383502,251.4,251.89,240.7,246.86,9383502,0.0,1.0
2024-06-06 00:00:00+00:00,257.08,263.7999,248.75,250.0,9494574,257.08,263.7999,248.75,250.0,9494574,0.0,1.0
2024-06-07 00:00:00+00:00,244.16,263.1799,243.86,256.185,9315341,244.16,263.1799,243.86,256.185,9315341,0.0,1.0
2024-06-10 00:00:00+00:00,249.81,253.43,239.53,241.11,6344848,249.81,253.43,239.53,241.11,6344848,0.0,1.0
2024-06-11 00:00:00+00:00,244.2,245.66,234.09,242.93,8991286,244.2,245.66,234.09,242.93,8991286,0.0,1.0
2024-06-12 00:00:00+00:00,254.96,263.2599,250.58,251.8,11134677,254.96,263.2599,250.58,251.8,11134677,0.0,1.0
2024-06-13 00:00:00+00:00,247.64,257.13,243.26,253.77,8666222,247.64,257.13,243.26,253.77,8666222,0.0,1.0
2024-06-14 00:00:00+00:00,244.5,250.25,237.0647,246.16,7146478,244.5,250.25,237.0647,246.16,7146478,0.0,1.0
2024-06-17 00:00:00+00:00,245.1,248.64,234.23,239.87,6662888,245.1,248.64,234.23,239.87,6662888,0.0,1.0
2024-06-18 00:00:00+00:00,235.95,242.8,234.6,238.25,6198915,235.95,242.8,234.6,238.25,6198915,0.0,1.0
2024-06-20 00:00:00+00:00,235.03,240.49,228.44,237.36,6888927,235.03,240.49,228.44,237.36,6888927,0.0,1.0
2024-06-21 00:00:00+00:00,225.86,228.2521,220.71,227.0,11385791,225.86,228.2521,220.71,227.0,11385791,0.0,1.0
2024-06-24 00:00:00+00:00,212.31,221.444,207.71,217.22,10761957,212.31,221.444,207.71,217.22,10761957,0.0,1.0
2024-06-25 00:00:00+00:00,221.71,222.88,213.22,217.0,8067068,221.71,222.88,213.22,217.0,8067068,0.0,1.0
2024-06-26 00:00:00+00:00,214.58,223.73,212.462,220.0,6574922,214.58,223.73,212.462,220.0,6574922,0.0,1.0
2024-06-27 00:00:00+00:00,224.0,225.7623,216.32,217.6,5641211,224.0,225.7623,216.32,217.6,5641211,0.0,1.0
2024-06-28 00:00:00+00:00,222.23,225.53,218.8,223.95,10944920,222.23,225.53,218.8,223.95,10944920,0.0,1.0
2024-07-01 00:00:00+00:00,233.37,236.0386,224.042,226.0,7739846,233.37,236.0386,224.042,226.0,7739846,0.0,1.0
2024-07-02 00:00:00+00:00,227.51,234.97,226.3201,231.34,4407039,227.51,234.97,226.3201,231.34,4407039,0.0,1.0
2024-07-03 00:00:00+00:00,224.94,227.11,222.22,223.81,3241672,224.94,227.11,222.22,223.81,3241672,0.0,1.0
2024-07-05 00:00:00+00:00,223.68,225.13,209.45,213.48,10148535,223.68,225.13,209.45,213.48,10148535,0.0,1.0
2024-07-08 00:00:00+00:00,220.56,226.51,217.75,226.51,5615247,220.56,226.51,217.75,226.51,5615247,0.0,1.0
2024-07-09 00:00:00+00:00,219.97,225.64,218.68,223.55,5357306,219.97,225.64,218.68,223.55,5357306,0.0,1.0
2024-07-10 00:00:00+00:00,219.56,223.3329,215.135,221.64,4481941,219.56,223.3329,215.135,221.64,4481941,0.0,1.0
2024-07-11 00:00:00+00:00,214.63,227.15,213.57,224.37,7037917,214.63,227.15,213.57,224.37,7037917,0.0,1.0
2024-07-12 00:00:00+00:00,218.02,222.15,214.57,215.34,4949046,218.02,222.15,214.57,215.34,4949046,0.0,1.0
2024-07-15 00:00:00+00:00,242.85,247.5,228.0,229.38,14439465,242.85,247.5,228.0,229.38,14439465,0.0,1.0
2024-07-16 00:00:00+00:00,251.49,252.12,234.2,243.19,10270722,251.49,252.12,234.2,243.19,10270722,0.0,1.0
2024-07-17 00:00:00+00:00,249.1,255.9,241.31,245.895,8883291,249.1,255.9,241.31,245.895,8883291,0.0,1.0
2024-07-18 00:00:00+00:00,233.24,253.87,230.57,251.21,8848527,233.24,253.87,230.57,251.21,8848527,0.0,1.0
2024-07-19 00:00:00+00:00,257.79,259.8,233.5,235.1,12501856,257.79,259.8,233.5,235.1,12501856,0.0,1.0
2024-07-22 00:00:00+00:00,265.15,266.0,252.8419,260.47,11282196,265.15,266.0,252.8419,260.47,11282196,0.0,1.0
2024-07-23 00:00:00+00:00,257.63,272.55,257.2903,263.6,9275617,257.63,272.55,257.2903,263.6,9275617,0.0,1.0
2024-07-24 00:00:00+00:00,245.06,265.0,243.75,261.0,8141082,245.06,265.0,243.75,261.0,8141082,0.0,1.0
2024-07-25 00:00:00+00:00,231.52,241.64,226.3,239.26,8482505,231.52,241.64,226.3,239.26,8482505,0.0,1.0
2024-07-26 00:00:00+00:00,242.93,249.16,237.56,243.34,7917446,242.93,249.16,237.56,243.34,7917446,0.0,1.0
2024-07-29 00:00:00+00:00,234.2,255.42,234.0,251.55,9467677,234.2,255.42,234.0,251.55,9467677,0.0,1.0
2024-07-30 00:00:00+00:00,224.46,239.0,223.03,235.62,6053909,224.46,239.0,223.03,235.62,6053909,0.0,1.0
2024-07-31 00:00:00+00:00,224.36,234.1099,224.04,233.0,4771650,224.36,234.1099,224.04,233.0,4771650,0.0,1.0
2024-08-01 00:00:00+00:00,212.64,227.1,207.82,226.6,8920020,212.64,227.1,207.82,226.6,8920020,0.0,1.0
2024-08-02 00:00:00+00:00,204.44,219.2999,199.38,213.12,10063929,204.44,219.2999,199.38,213.12,10063929,0.0,1.0
2024-08-05 00:00:00+00:00,189.47,197.88,161.13,162.01,18734646,189.47,197.88,161.13,162.01,18734646,0.0,1.0
2024-08-06 00:00:00+00:00,194.17,197.4,182.7,191.99,7050554,194.17,197.4,182.7,191.99,7050554,0.0,1.0
2024-08-07 00:00:00+00:00,178.91,199.9522,177.39,196.8,8324432,178.91,199.9522,177.39,196.8,8324432,0.0,1.0
2024-08-08 00:00:00+00:00,192.32,194.9799,182.4621,185.67,7421563,192.32,194.9799,182.4621,185.67,7421563,0.0,1.0
