Date,Close,High,Low,Open,Volume
1997-10-01,2.0780436992645264,3.485326263418415,1.6440217466567515,2.7948370401279927,108846200
1997-11-01,2.3147828578948975,2.683043332580246,2.189836884481203,2.2621739151762137,54009094
1997-12-01,1.9136415719985962,2.4726089506363267,1.8150002976552793,2.209565631066949,44910820
1998-01-01,2.498912811279297,2.5120651044740328,1.407282389727166,1.9070650463983676,53579560
1998-02-01,3.0184237957000732,3.195978233815879,2.5054892767841337,2.5383696583497644,40813091
1998-03-01,2.7225000858306885,3.0250002789528474,2.531793575753636,3.018424013334859,33871886
1998-04-01,2.584401845932007,2.7093480504231233,2.3410871182827258,2.7093480504231233,25291590
1998-05-01,1.985978603363037,2.6107068320670677,1.985978603363037,2.564674153687684,25927186
1998-06-01,1.7755436897277832,1.9991305994445179,1.6571743228471647,1.8478807282990124,29083520
1998-07-01,1.933369517326355,2.0780436981500072,1.742663130774563,1.8018477493397478,35545794
1998-08-01,1.6210052967071533,1.999130265456442,1.5923992167483352,1.9202175640850534,23353693
1998-09-01,1.8689240217208862,1.9928834782059426,1.525652443270922,1.630540823771705,27614201
1998-10-01,2.278942584991455,2.278942584991455,1.5256522384947155,1.8307823321361172,38154508
1998-11-01,2.288477897644043,2.7652442443390695,2.0024185144960898,2.269407413723867,59943411
1998-12-01,2.1645190715789795,2.5936085058161824,2.0405595082909467,2.2884779267518987,46108246
1999-01-01,3.051304578781128,3.489929554446554,2.069165769224329,2.2121960733576036,104707753
1999-02-01,2.975022315979004,3.3182936677488906,2.708033145880293,2.9559515935324105,55666742
1999-03-01,3.6043524742126465,4.081118739447087,2.812920445598876,2.955950702830533,49465724
1999-04-01,3.6615653038024902,4.319502673649567,3.5948179009847214,3.6615653038024902,69716373
1999-05-01,3.9953014850616455,4.033442924349308,3.242010537533129,3.6520299477028657,68728077
1999-06-01,5.1872172355651855,5.320712046697576,3.9571603322400843,3.995301774288876,37542583
1999-07-01,4.739059925079346,5.292109017043224,4.548353081187237,5.206291078914881,56466204
1999-08-01,5.430274963378906,5.711662554599808,4.1764740426484215,4.615099601535635,54497921
1999-09-01,5.535829544067383,6.321636336544896,5.312988988020333,5.653113724250114,55918165
