date,Close,High,Low,Open,Volume,Adjclose,Adjhigh,Adjlow,Adjopen,Adjvolume,Divcash,Splitfactor
2024-04-01 00:00:00+00:00,26.84,27.03,26.64,26.7,18648867,24.48964924,24.6630111385,24.3071630311,24.3619088937,18648867,0.0,1.0
2024-04-02 00:00:00+00:00,26.94,27.045,26.71,26.77,13523057,24.5808923445,24.6766976042,24.3710332042,24.4257790669,13523057,0.0,1.0
2024-04-03 00:00:00+00:00,26.82,26.8654,26.59,26.6,10383596,24.4714006191,24.5128249885,24.2615414788,24.2706657893,10383596,0.0,1.0
2024-04-04 00:00:00+00:00,26.52,27.115,26.51,27.02,13592027,24.1976713057,24.7405677773,24.1885469952,24.653886828,13592027,0.0,1.0
2024-04-05 00:00:00+00:00,26.58,26.635,26.395,26.5,13144532,24.2524171684,24.3026008758,24.0836174251,24.1794226848,13144532,0.0,1.0
2024-04-08 00:00:00+00:00,26.65,26.835,26.55,26.55,8954147,24.3162873415,24.4850870848,24.225044237,24.225044237,8954147,0.0,1.0
2024-04-09 00:00:00+00:00,27.08,27.09,26.75,26.81,15043459,24.7086326907,24.7177570012,24.407530446,24.4622763087,15043459,0.0,1.0
2024-04-10 00:00:00+00:00,26.98,27.25,26.835,26.96,16079179,24.6173895863,24.8637459683,24.4850870848,24.5991409654,16079179,0.0,1.0
2024-04-11 00:00:00+00:00,27.22,27.42,27.005,27.21,14351834,24.836373037,25.0188592459,24.6402003624,24.8272487265,14351834,0.0,1.0
2024-04-12 00:00:00+00:00,26.08,26.67,26.03,26.64,29369274,23.796201646,24.3345359624,23.7505800938,24.3071630311,29369274,0.0,1.0
2024-04-15 00:00:00+00:00,25.93,26.48,25.83,26.42,14751176,23.6593369893,24.1611740639,23.5680938848,24.1064282012,14751176,0.0,1.0
2024-04-16 00:00:00+00:00,25.55,25.8,25.4537,25.65,18884037,23.3126131923,23.5407209535,23.2247460827,23.4038562968,18884037,0.0,1.0
2024-04-17 00:00:00+00:00,25.45,25.65,25.38,25.64,17084110,23.2213700878,23.4038562968,23.1574999147,23.3947319863,17084110,0.0,1.0
