Date,Close,High,Low,Open,Volume
2021-03-01,9.979999542236328,11.991999626159668,9.770000457763672,11.949999809265137,33883400
2021-06-01,10.029999732971191,12.279999732971191,9.5,10.100000381469727,66587700
2021-09-01,15.859999656677246,21.34000015258789,9.979999542236328,10.180000305175781,316652900
2021-12-01,9.539999961853027,16.969999313354492,7.550000190734863,15.90999984741211,189503100
2022-03-01,4.760000228881836,9.760000228881836,4.271999835968018,9.649999618530273,324298700
2022-06-01,5.5,7.289999961853027,3.5299999713897705,4.730000019073486,292056600
2022-09-01,4.190000057220459,5.929999828338623,3.7699999809265137,5.5,231836100
2022-12-01,4.5,5.679999828338623,3.4800000190734863,4.28000020980835,218918700
2023-03-01,4.579999923706055,5.014999866485596,3.619999885559082,4.449999809265137,215947100
2023-06-01,6.309999942779541,8.050000190734863,4.525000095367432,4.619999885559082,289156900
2023-09-01,4.380000114440918,6.59499979019165,4.0,6.380000114440918,267535600
2023-12-01,4.585000038146973,6.139999866485596,3.890000104904175,4.400000095367432,557630600
2024-03-01,4.369999885559082,4.724999904632568,3.4700000286102295,4.630000114440918,485547800
2024-06-01,6.269999980926514,7.360000133514404,4.195000171661377,4.400000095367432,657073700
2024-09-01,27.280000686645508,28.049999237060547,5.739999771118164,6.199999809265137,1166512400
2024-12-01,20.489999771118164,33.34000015258789,16.170000076293945,27.975000381469727,1200541600
2025-03-01,26.790000915527344,30.780000686645508,14.710000038146973,21.239999771118164,1053557900
2025-06-01,48.599998474121094,53.439998626708984,25.239999771118164,26.5,1469327000
2025-09-01,42.13999938964844,73.97000122070312,37.56999969482422,46.75,1383652000
2025-12-01,69.0999984741211,99.58000183105469,39.97999954223633,41.150001525878906,1442546900
2026-03-01,67.83999633789062,78.66999816894531,66.19000244140625,66.68000030517578,304090859
