Date,AdjClose,Close,High,Low,Open,Volume
2000-05-22,32.50572967529297,45.71875,45.71875,45.3125,45.53125,74800
2000-05-29,36.39398193359375,51.1875,51.1875,46.375,46.375,130000
2000-06-05,37.21608352661133,52.34375,52.40625,50.71875,51.0625,464200
2000-06-12,36.238468170166016,50.96875,52.5,50.1875,52.5,353600
2000-06-19,36.21467208862305,50.90625,53.0,50.5,51.25,548400
2000-06-26,36.764888763427734,51.6796875,52.1875,50.71875,51.109375,1761000
2000-07-03,37.526309967041016,52.75,52.953125,51.34375,51.5625,381000
2000-07-10,38.637874603271484,54.3125,54.546875,52.71875,52.71875,500600
2000-07-17,37.015010833740234,52.03125,54.59375,52.03125,54.359375,618400
2000-07-24,34.858585357666016,49.0,52.3125,48.875,52.3125,536200
2000-07-31,35.725582122802734,50.21875,50.578125,48.6875,49.25,2473000
2000-08-07,36.37029266357422,51.125,51.28125,49.75,50.40625,379800
2000-08-14,36.670413970947266,51.546875,51.9375,50.90625,50.96875,876400
2000-08-21,37.39292526245117,52.5625,52.6875,51.375,51.875,962600
2000-08-28,38.548954010009766,54.1875,54.28125,52.5625,52.8125,1253200
2000-09-04,38.01539611816406,53.4375,54.40625,53.4375,54.1171875,670600
2000-09-11,37.637474060058594,52.90625,54.109375,52.8125,53.7109375,669800
2000-09-18,36.82862854003906,51.59375,53.140625,50.0,53.140625,631600
2000-09-25,36.984798431396484,51.8125,52.1953125,50.5,52.1796875,474000
2000-10-02,34.86563491821289,48.84375,52.203125,48.78125,52.203125,1014800
2000-10-09,34.08487319946289,47.75,49.0546875,45.96875,48.875,1490600
2000-10-16,34.676029205322266,48.578125,49.03125,45.625,48.0,2122800
2000-10-23,34.285648345947266,48.03125,49.53125,46.84375,48.84375,494600
2000-10-30,36.159423828125,50.65625,50.8125,47.53125,47.9375,1322800
2000-11-06,34.263343811035156,48.0,51.09375,48.0,51.09375,778200
2000-11-13,34.37488555908203,48.15625,49.4375,46.3125,47.5,1213400
2000-11-20,33.50491714477539,46.9375,47.84375,45.46875,47.6875,369800
2000-11-27,32.52342224121094,45.5625,48.0546875,43.96875,47.90625,1457200
2000-12-04,33.30413055419922,46.65625,47.875,45.0,45.734375,1827200
2000-12-11,32.716793060302734,45.625,48.78125,45.0,47.96875,2082200
2000-12-18,33.16496658325195,46.25,46.75,43.75,45.84375,2245000
2000-12-25,34.33024215698242,47.875,49.609375,46.015625,46.25,4260000
2001-01-01,33.00811767578125,46.03125,48.75,45.71875,47.875,3005600
2001-01-08,34.68876266479492,48.375,48.7265625,45.34375,45.875,3218200
2001-01-15,34.868045806884766,48.625,50.1875,48.03125,48.25,3041800
2001-01-22,35.71957778930664,49.8125,50.40625,48.265625,48.5,5581000
2001-01-29,35.62813186645508,49.685001373291016,51.525001525878906,49.685001373291016,49.69499969482422,4459400
2001-02-05,35.352073669433594,49.29999923706055,50.900001525878906,49.125,49.5,4751800
2001-02-12,35.570762634277344,49.60499954223633,51.25,49.255001068115234,49.32500076293945,3629600
2001-02-19,34.133033752441406,47.599998474121094,50.0,46.224998474121094,49.849998474121094,1938000
2001-02-26,34.079254150390625,47.525001525878906,48.744998931884766,46.349998474121094,48.07500076293945,3240200
2001-03-05,33.73883056640625,46.95500183105469,48.599998474121094,46.95500183105469,48.0,2515800
2001-03-12,31.615554809570312,44.0,46.625,43.82500076293945,46.625,3197400
2001-03-19,31.705379486083984,44.125,45.58000183105469,41.57500076293945,44.5,3394800
2001-03-26,32.19038009643555,44.79999923706055,45.29999923706055,43.75,44.5,3701200
2001-04-02,31.040742874145508,43.20000076293945,45.0,42.125,44.775001525878906,2559000
2001-04-09,32.657447814941406,45.45000076293945,45.900001525878906,43.54999923706055,43.79999923706055,2357600
2001-04-16,33.51609802246094,46.64500045776367,48.0,44.375,45.25,2001600
2001-04-23,34.813045501708984,48.45000076293945,48.45000076293945,45.75,46.0,2996600
2001-04-30,35.24415969848633,49.04999923706055,49.29999923706055,47.73500061035156,48.82500076293945,3406000
2001-05-07,34.820228576660156,48.459999084472656,49.5,48.32500076293945,49.29999923706055,2516000
2001-05-14,36.339935302734375,50.57500076293945,50.67499923706055,48.150001525878906,48.459999084472656,1800200
2001-05-21,36.39381790161133,50.650001525878906,51.900001525878906,50.15999984741211,50.42499923706055,2811000
2001-05-28,36.02378845214844,50.1349983215332,50.75,49.150001525878906,50.75,3113200
2001-06-04,36.71083068847656,50.95000076293945,51.724998474121094,50.150001525878906,50.375,3498800
2001-06-11,35.57600021362305,49.375,51.0,48.92499923706055,50.95000076293945,3646000
2001-06-18,35.01759338378906,48.599998474121094,49.79999923706055,48.5,49.25,3760800
2001-06-25,36.71083068847656,50.95000076293945,51.20000076293945,47.92499923706055,48.849998474121094,7060000
2001-07-02,34.54923629760742,47.95000076293945,50.79999923706055,47.775001525878906,50.79999923706055,4665000
2001-07-09,35.23374938964844,48.900001525878906,49.07500076293945,46.744998931884766,48.125,4269800
2001-07-16,34.94553756713867,48.5,49.084999084472656,47.95000076293945,48.849998474121094,3044000
2001-07-23,34.76542663574219,48.25,48.82500076293945,46.900001525878906,48.82500076293945,3858800
2001-07-30,34.99957275390625,48.57500076293945,49.25,47.849998474121094,48.45000076293945,2325200
2001-08-06,34.08091354370117,47.29999923706055,48.5,46.724998474121094,48.5,2751200
2001-08-13,34.116939544677734,47.349998474121094,48.25,47.25,47.57500076293945,11205600
2001-08-20,34.62131118774414,48.04999923706055,48.04999923706055,46.88999938964844,47.29999923706055,7901000
2001-08-27,33.82512664794922,46.94499969482422,48.224998474121094,46.30500030517578,48.04999923706055,3842400
2001-09-03,31.89409065246582,44.26499938964844,47.244998931884766,44.084999084472656,46.849998474121094,6522200
2001-09-10,31.649118423461914,43.92499923706055,44.29999923706055,43.54999923706055,43.92499923706055,4777800
2001-09-17,27.257518768310547,37.83000183105469,42.494998931884766,36.75,41.0,9021400
2001-09-24,28.89312171936035,40.099998474121094,40.38999938964844,38.25,38.25,7762200
2001-10-01,29.867238998413086,41.29999923706055,41.970001220703125,39.025001525878906,40.099998474121094,6304400
2001-10-08,30.763965606689453,42.540000915527344,43.20000076293945,40.5,40.75,4101000
2001-10-15,30.590417861938477,42.29999923706055,43.724998474121094,41.650001525878906,42.375,3843000
2001-10-22,31.54862403869629,43.625,43.82500076293945,42.0,42.375,3895400
2001-10-29,31.096643447875977,43.0,43.5099983215332,41.67499923706055,43.505001068115234,4090400
2001-11-05,31.602859497070312,43.70000076293945,44.45000076293945,43.25,43.599998474121094,3465600
2001-11-12,32.53937911987305,44.994998931884766,45.20000076293945,42.529998779296875,43.349998474121094,1744600
2001-11-19,33.07814025878906,45.7400016784668,45.82500076293945,44.68000030517578,45.07500076293945,1382600
2001-11-26,33.12153244018555,45.79999923706055,46.349998474121094,45.025001525878906,45.7400016784668,2858600
2001-12-03,34.62934875488281,47.8849983215332,48.25,45.29999923706055,45.45000076293945,2756400
2001-12-10,34.051944732666016,46.95000076293945,48.09000015258789,46.3650016784668,47.875,3296800
2001-12-17,34.88602066040039,48.099998474121094,48.32500076293945,46.83000183105469,46.83000183105469,11237600
2001-12-24,35.538761138916016,49.0,49.26499938964844,48.10499954223633,48.224998474121094,5004800
2001-12-31,36.064605712890625,49.724998474121094,49.91999816894531,47.63999938964844,49.125,6471800
2002-01-07,35.32119369506836,48.70000076293945,50.064998626708984,48.54999923706055,49.67499923706055,4442200
2002-01-14,34.051944732666016,46.95000076293945,48.630001068115234,46.900001525878906,48.630001068115234,8138200
2002-01-21,34.552371978759766,47.63999938964844,47.88999938964844,46.400001525878906,47.375,4811000
2002-01-28,34.68655014038086,47.82500076293945,48.185001373291016,46.5,47.79999923706055,6829600
2002-02-04,33.798095703125,46.599998474121094,47.70500183105469,45.375,47.625,9576800
2002-02-11,33.85610580444336,46.68000030517578,47.59000015258789,46.375,46.400001525878906,4591200
2002-02-18,33.63490295410156,46.375,46.54999923706055,45.38999938964844,46.25,4397000
2002-02-25,34.63216018676758,47.75,47.75,46.17499923706055,46.375,5893800
2002-03-04,36.08134078979492,49.689998626708984,49.880001068115234,47.625,47.75,5983200
2002-03-11,36.034141540527344,49.625,49.9900016784668,48.755001068115234,49.689998626708984,6326800
2002-03-18,36.233821868896484,49.900001525878906,50.55500030517578,49.42499923706055,49.744998931884766,5768000
2002-03-25,36.342750549316406,50.04999923706055,50.71500015258789,49.224998474121094,50.025001525878906,5476600
2002-04-01,35.979679107666016,49.54999923706055,50.415000915527344,49.17499923706055,50.04999923706055,16166800
2002-04-08,37.21409225463867,51.25,51.25,49.0,49.005001068115234,8683800
2002-04-15,37.35932922363281,51.45000076293945,52.375,50.790000915527344,51.5,14158800
2002-04-22,36.07769775390625,49.685001373291016,51.44499969482422,49.685001373291016,51.400001525878906,7989600
2002-04-29,36.99626159667969,50.95000076293945,51.29999923706055,49.54999923706055,50.0,8854000
2002-05-06,35.627498626708984,49.064998626708984,51.15999984741211,48.95000076293945,50.994998931884766,9750000
2002-05-13,36.81472396850586,50.70000076293945,51.40999984741211,49.0,49.07500076293945,16582200
2002-05-20,35.71464157104492,49.185001373291016,50.625,48.67499923706055,50.625,10704800
2002-05-27,35.03572463989258,48.25,49.400001525878906,48.02000045776367,49.400001525878906,14591400
2002-06-03,33.98282241821289,46.79999923706055,48.474998474121094,45.60499954223633,48.474998474121094,13409400
2002-06-10,33.30860900878906,45.75,47.224998474121094,44.255001068115234,46.900001525878906,14277600
2002-06-17,33.345001220703125,45.79999923706055,47.275001525878906,45.599998474121094,45.875,9429000
2002-06-24,32.99917984008789,45.32500076293945,46.32500076293945,43.95000076293945,45.625,18829800
2002-07-01,32.005374908447266,43.959999084472656,45.814998626708984,42.0,45.45000076293945,7537200
2002-07-08,29.868532180786133,41.025001525878906,44.119998931884766,40.54999923706055,43.875,12700400
2002-07-15,28.121179580688477,38.625,41.5,38.32500076293945,40.95000076293945,13648200
2002-07-22,27.88455581665039,38.29999923706055,38.89500045776367,34.75,38.29999923706055,21871200
2002-07-29,27.291210174560547,37.48500061035156,40.21500015258789,37.43000030517578,39.150001525878906,12267000
2002-08-05,28.033836364746094,38.505001068115234,39.095001220703125,36.48500061035156,37.48500061035156,12856600
2002-08-12,28.740026473999023,39.474998474121094,39.665000915527344,37.07500076293945,38.25,16088400
2002-08-19,28.994855880737305,39.82500076293945,41.125,39.525001525878906,39.70500183105469,13417200
2002-08-26,28.41242027282715,39.025001525878906,40.89500045776367,38.42499923706055,40.0,11528200
2002-09-02,28.50341796875,39.150001525878906,39.20000076293945,37.58000183105469,38.32500076293945,9715400
2002-09-09,28.379348754882812,38.849998474121094,40.0,38.125,39.04999923706055,9313200
2002-09-16,26.69925308227539,36.54999923706055,38.880001068115234,36.29999923706055,38.79999923706055,8976600
2002-09-23,26.315731048583984,36.025001525878906,37.064998626708984,35.25,36.29999923706055,14819000
2002-09-30,25.31131935119629,34.650001525878906,36.92499923706055,34.42499923706055,35.650001525878906,15712200
2002-10-07,25.09217071533203,34.349998474121094,34.79999923706055,32.29999923706055,34.474998474121094,24806200
2002-10-14,26.443574905395508,36.20000076293945,36.36000061035156,34.04999923706055,34.04999923706055,19469000
2002-10-21,27.188671112060547,37.220001220703125,37.220001220703125,35.79999923706055,35.900001525878906,20630800
2002-10-28,27.849760055541992,38.125,38.224998474121094,36.09000015258789,37.70000076293945,20864200
2002-11-04,27.55756187438965,37.724998474121094,39.25,37.66999816894531,38.69499969482422,16063600
2002-11-11,28.050628662109375,38.400001525878906,39.88999938964844,36.790000915527344,37.724998474121094,11288600
2002-11-18,29.22672462463379,40.0099983215332,40.06999969482422,37.7599983215332,38.875,14805600
2002-11-25,29.515256881713867,40.404998779296875,41.1150016784668,39.599998474121094,40.0,8253400
2002-12-02,28.912622451782227,39.58000183105469,41.380001068115234,38.92499923706055,41.25,12316600
2002-12-09,28.278017044067383,38.525001525878906,39.95000076293945,38.45000076293945,39.26499938964844,11862000
2002-12-16,28.27068519592285,38.51499938964844,39.27000045776367,37.86000061035156,38.650001525878906,16098600
2002-12-23,27.944049835205078,38.06999969482422,39.244998931884766,38.06999969482422,38.45000076293945,5993200
2002-12-30,28.54226303100586,38.8849983215332,39.04999923706055,37.650001525878906,38.150001525878906,16155600
2003-01-06,28.920286178588867,39.400001525878906,39.625,38.599998474121094,38.8849983215332,15721400
2003-01-13,28.35508155822754,38.630001068115234,39.814998626708984,38.45000076293945,39.65999984741211,10446600
2003-01-20,27.298110961914062,37.189998626708984,38.77000045776367,37.189998626708984,38.70000076293945,11171200
2003-01-27,27.246736526489258,37.119998931884766,37.404998779296875,36.2400016784668,37.0,19192800
2003-02-03,26.175058364868164,35.65999984741211,37.2400016784668,35.63999938964844,37.20000076293945,25320800
2003-02-10,26.167726516723633,35.650001525878906,36.224998474121094,34.970001220703125,35.70000076293945,18816800
2003-02-17,26.54206657409668,36.15999984741211,36.404998779296875,35.57500076293945,35.92499923706055,11521800
2003-02-24,26.428308486938477,36.005001068115234,36.27000045776367,35.17499923706055,36.095001220703125,11445400
