date,Close,High,Low,Open,Volume,Adjclose,Adjhigh,Adjlow,Adjopen,Adjvolume,Divcash,Splitfactor
2024-04-01 00:00:00+00:00,1037.15,1069.0,1005.0,1010.0,5141130,103.715,106.9,100.5,101.0,51411300,0.0,1.0
2024-04-02 00:00:00+00:00,1009.91,1012.6,975.09,1000.0,4139771,100.991,101.26,97.509,100.0,41397710,0.0,1.0
2024-04-03 00:00:00+00:00,1015.57,1042.4499,965.825,975.0,6142468,101.557,104.24499,96.5825,97.5,61424680,0.0,1.0
2024-04-04 00:00:00+00:00,957.99,1057.18,956.1601,1030.7,5735846,95.799,105.718,95.61601,103.07,57358460,0.0,1.0
2024-04-05 00:00:00+00:00,948.02,981.99,932.02,968.0,5307421,94.802,98.199,93.202,96.8,53074210,0.0,1.0
2024-04-08 00:00:00+00:00,928.5,964.0,902.0,962.495,4278371,92.85,96.4,90.2,96.2495,42783710,0.0,1.0
2024-04-09 00:00:00+00:00,904.2,937.24,881.0,925.0,4012332,90.42,93.724,88.1,92.5,40123320,0.0,1.0
2024-04-10 00:00:00+00:00,908.54,924.0,871.1,876.145,4137316,90.854,92.4,87.11,87.6145,41373160,0.0,1.0
2024-04-11 00:00:00+00:00,937.28,945.3635,907.1932,912.0,3677034,93.728,94.53635,90.71932,91.2,36770340,0.0,1.0
2024-04-12 00:00:00+00:00,898.49,924.99,894.0,920.3,3332228,89.849,92.499,89.4,92.03,33322280,0.0,1.0
2024-04-15 00:00:00+00:00,882.75,936.36,881.08,912.0,4201089,88.275,93.636,88.108,91.2,42010890,0.0,1.0
2024-04-16 00:00:00+00:00,976.3,981.46,893.0,901.32,7121449,97.63,98.146,89.3,90.132,71214490,0.0,1.0
2024-04-17 00:00:00+00:00,960.08,1020.33,949.41,992.008,7167459,96.008,102.033,94.941,99.2008,71674590,0.0,1.0
2024-04-18 00:00:00+00:00,928.48,972.99,917.46,961.88,4300677,92.848,97.299,91.746,96.188,43006770,0.0,1.0
2024-04-19 00:00:00+00:00,713.65,890.83,710.95,871.0,17238502,71.365,89.083,71.095,87.1,172385020,0.0,1.0
2024-04-22 00:00:00+00:00,717.02,733.84,671.0,731.92,9303530,71.702,73.384,67.1,73.192,93035300,0.0,1.0
2024-04-23 00:00:00+00:00,761.86,793.37,714.06,730.0,8342646,76.186,79.337,71.406,73.0,83426460,0.0,1.0
2024-04-24 00:00:00+00:00,754.72,806.99,737.05,788.99,6740386,75.472,80.699,73.705,78.899,67403860,0.0,1.0
2024-04-25 00:00:00+00:00,787.4,796.86,721.12,725.96,5081683,78.74,79.686,72.112,72.596,50816830,0.0,1.0
2024-04-26 00:00:00+00:00,857.44,861.0,788.05,799.22,7068025,85.744,86.1,78.805,79.922,70680250,0.0,1.0
2024-04-29 00:00:00+00:00,890.35,897.84,830.0,839.0,5866306,89.035,89.784,83.0,83.9,58663060,0.0,1.0
2024-04-30 00:00:00+00:00,858.8,910.84,851.08,876.0,7369301,85.88,91.084,85.108,87.6,73693010,0.0,1.0
2024-05-01 00:00:00+00:00,738.3,781.35,700.0,777.36,13536286,73.83,78.135,70.0,77.736,135362860,0.0,1.0
2024-05-02 00:00:00+00:00,762.52,768.21,709.12,767.16,6496180,76.252,76.821,70.912,76.716,64961800,0.0,1.0
2024-05-03 00:00:00+00:00,782.7,801.59,768.0,770.0,5232903,78.27,80.159,76.8,77.0,52329030,0.0,1.0
2024-05-06 00:00:00+00:00,830.35,833.0751,786.9001,791.83,5342834,83.035,83.30751,78.69001,79.183,53428340,0.0,1.0
2024-05-07 00:00:00+00:00,819.29,834.2,806.26,811.0,4079264,81.929,83.42,80.626,81.1,40792640,0.0,1.0
2024-05-08 00:00:00+00:00,822.64,843.7688,800.38,802.35,3719604,82.264,84.37688,80.038,80.235,37196040,0.0,1.0
2024-05-09 00:00:00+00:00,799.7,830.86,790.51,828.51,3882079,79.97,83.086,79.051,82.851,38820790,0.0,1.0
2024-05-10 00:00:00+00:00,798.5,833.3899,793.25,817.44,3791338,79.85,83.33899,79.325,81.744,37913380,0.0,1.0
2024-05-13 00:00:00+00:00,782.76,811.99,762.63,810.82,2814702,78.276,81.199,76.263,81.082,28147020,0.0,1.0
2024-05-14 00:00:00+00:00,822.37,829.2399,766.7697,775.0,4996223,82.237,82.92399,76.67697,77.5,49962230,0.0,1.0
2024-05-15 00:00:00+00:00,952.36,954.4999,835.27,844.01,9752896,95.236,95.44999,83.527,84.401,97528960,0.0,1.0
2024-05-16 00:00:00+00:00,904.4,971.0199,901.0,924.0,7009847,90.44,97.10199,90.1,92.4,70098470,0.0,1.0
2024-05-17 00:00:00+00:00,887.89,931.99,878.0,925.2,5192367,88.789,93.199,87.8,92.52,51923670,0.0,1.0
2024-05-20 00:00:00+00:00,903.94,925.25,870.05,902.0,5363130,90.394,92.525,87.005,90.2,53631300,0.0,1.0
