date,Close,High,Low,Open,Volume,Adjclose,Adjhigh,Adjlow,Adjopen,Adjvolume,Divcash,Splitfactor
2024-04-01 00:00:00+00:00,44.52,45.41,44.18,44.29,31146811,44.0510700373,44.9316956512,43.7146512634,43.8234926314,31146811,0.0,1.0
2024-04-02 00:00:00+00:00,43.94,44.08,43.5,43.925,30957431,43.4771791877,43.6157045652,43.0418137157,43.462337183,30957431,0.0,1.0
2024-04-03 00:00:00+00:00,40.33,41.65,40.22,41.4,83084591,39.9052033828,41.211299799,39.7963620148,40.9639330535,83084591,0.0,1.0
2024-04-04 00:00:00+00:00,39.73,40.7798,39.7,40.59,56408228,39.3115231936,40.3502656313,39.2818391842,40.1624647981,56408228,0.0,1.0
2024-04-05 00:00:00+00:00,38.71,39.46,38.51,39.35,66224416,38.302266872,39.0443671085,38.1043734756,38.9355257405,66224416,0.0,1.0
2024-04-08 00:00:00+00:00,37.98,38.86,37.91,38.64,56319206,37.5799559752,38.4506869193,37.5106932865,38.2330041833,56319206,0.0,1.0
2024-04-09 00:00:00+00:00,38.33,38.58,37.325,38.05,77865990,37.9262694189,38.1736361644,36.931855102,37.6492186639,77865990,0.0,1.0
2024-04-10 00:00:00+00:00,37.2,38.2211,37.02,38.02,51108380,36.8081717293,37.8185164646,36.6300676725,37.6195346545,51108380,0.0,1.0
2024-04-11 00:00:00+00:00,37.63,37.67,37.08,37.43,41909086,37.2336425315,37.2732212108,36.6894356914,37.0357491351,41909086,0.0,1.0
2024-04-12 00:00:00+00:00,35.69,36.7,35.605,36.69,80254789,35.3140765865,36.3134382383,35.229971893,36.3035435685,80254789,0.0,1.0
2024-04-15 00:00:00+00:00,36.31,36.7,35.89,36.04,50751563,35.9275461153,36.3134382383,35.5119699829,35.6603900302,50751563,0.0,1.0
2024-04-16 00:00:00+00:00,36.26,36.51,35.764,36.27,30607502,35.8780727662,36.1254395117,35.3872971432,35.887967436,30607502,0.0,1.0
2024-04-17 00:00:00+00:00,35.68,36.1297,35.37,36.1,41173345,35.3041819167,35.7491452185,34.9974471523,35.7197580491,41173345,0.0,1.0
2024-04-18 00:00:00+00:00,35.04,35.66,34.77,35.42,42334395,34.6709230482,35.284392577,34.4037669631,35.0469205014,42334395,0.0,1.0
2024-04-19 00:00:00+00:00,34.2,35.13,34.18,35.13,59070310,33.8397707834,34.7599750766,33.8199814437,34.7599750766,59070310,0.0,1.0
2024-04-22 00:00:00+00:00,34.41,34.57,34.075,34.415,39909927,34.0475588496,34.2058735667,33.7160874106,34.0525061845,39909927,0.0,1.0
2024-04-23 00:00:00+00:00,34.28,34.6,34.18,34.335,46834042,33.9189281419,34.2355575761,33.8199814437,33.9733488259,46834042,0.0,1.0
2024-04-24 00:00:00+00:00,34.5,35.18,34.34,34.86,53261096,34.1366108779,34.8094484257,33.9782961608,34.4928189915,53261096,0.0,1.0
2024-04-25 00:00:00+00:00,35.11,35.295,34.5,34.56,66549403,34.7401857369,34.9232371286,34.1366108779,34.1959788969,66549403,0.0,1.0
