date,Close,High,Low,Open
2026-08-28 13:30:00+00:00,26.395,26.465,26.365,26.415
2026-08-28 13:31:00+00:00,26.425,26.43,26.385,26.395
2026-08-28 13:32:00+00:00,26.445,26.445,26.39,26.425
2026-08-28 13:33:00+00:00,26.43,26.465,26.425,26.45
2026-08-28 13:34:00+00:00,26.405,26.435,26.4,26.43
2026-08-28 13:35:00+00:00,26.425,26.43,26.405,26.405
2026-08-28 13:36:00+00:00,26.405,26.43,26.395,26.425
2026-08-28 13:37:00+00:00,26.445,26.445,26.405,26.405
2026-08-28 13:38:00+00:00,26.445,26.455,26.445,26.445
2026-08-28 13:39:00+00:00,26.455,26.46,26.435,26.445
2026-08-28 13:40:00+00:00,26.445,26.465,26.435,26.455
2026-08-28 13:41:00+00:00,26.475,26.48,26.435,26.445
2026-08-28 13:42:00+00:00,26.445,26.485,26.445,26.475
2026-08-28 13:43:00+00:00,26.415,26.445,26.415,26.445
2026-08-28 13:44:00+00:00,26.395,26.415,26.395,26.415
2026-08-28 13:45:00+00:00,26.375,26.395,26.365,26.395
2026-08-28 13:46:00+00:00,26.365,26.385,26.365,26.375
2026-08-28 13:47:00+00:00,26.355,26.37,26.355,26.365
2026-08-28 13:48:00+00:00,26.385,26.39,26.355,26.355
2026-08-28 13:49:00+00:00,26.38,26.385,26.375,26.385
2026-08-28 13:50:00+00:00,26.395,26.4,26.375,26.38
2026-08-28 13:51:00+00:00,26.385,26.4,26.38,26.395
2026-08-28 13:52:00+00:00,26.395,26.395,26.385,26.385
2026-08-28 13:53:00+00:00,26.425,26.425,26.395,26.395
2026-08-28 13:54:00+00:00,26.435,26.44,26.415,26.425
2026-08-28 13:55:00+00:00,26.455,26.455,26.425,26.435
2026-08-28 13:56:00+00:00,26.455,26.465,26.455,26.455
2026-08-28 13:57:00+00:00,26.445,26.465,26.445,26.455
2026-08-28 13:58:00+00:00,26.455,26.46,26.435,26.445
2026-08-28 13:59:00+00:00,26.435,26.475,26.43,26.455
2026-08-28 14:00:00+00:00,26.455,26.495,26.42,26.42
2026-08-28 14:01:00+00:00,26.43,26.47,26.43,26.455
2026-08-28 14:02:00+00:00,26.42,26.44,26.405,26.44
2026-08-28 14:03:00+00:00,26.4,26.42,26.39,26.42
2026-08-28 14:04:00+00:00,26.415,26.415,26.395,26.395
2026-08-28 14:05:00+00:00,26.365,26.415,26.36,26.415
2026-08-28 14:06:00+00:00,26.355,26.365,26.345,26.365
2026-08-28 14:07:00+00:00,26.355,26.355,26.335,26.355
2026-08-28 14:08:00+00:00,26.355,26.36,26.345,26.355
2026-08-28 14:09:00+00:00,26.375,26.38,26.355,26.355
2026-08-28 14:10:00+00:00,26.345,26.375,26.335,26.375
2026-08-28 14:11:00+00:00,26.355,26.355,26.345,26.345
2026-08-28 14:12:00+00:00,26.365,26.365,26.345,26.355
2026-08-28 14:13:00+00:00,26.335,26.365,26.325,26.365
2026-08-28 14:14:00+00:00,26.335,26.335,26.32,26.335
2026-08-28 14:15:00+00:00,26.345,26.36,26.335,26.335
2026-08-28 14:16:00+00:00,26.345,26.355,26.335,26.345
2026-08-28 14:17:00+00:00,26.355,26.355,26.345,26.345
2026-08-28 14:18:00+00:00,26.345,26.36,26.335,26.355
2026-08-28 14:19:00+00:00,26.355,26.355,26.345,26.345
2026-08-28 14:20:00+00:00,26.335,26.355,26.335,26.355
2026-08-28 14:21:00+00:00,26.325,26.345,26.325,26.335
2026-08-28 14:22:00+00:00,26.335,26.335,26.32,26.325
2026-08-28 14:23:00+00:00,26.305,26.335,26.295,26.335
2026-08-28 14:24:00+00:00,26.285,26.305,26.285,26.305
2026-08-28 14:25:00+00:00,26.295,26.3,26.285,26.29
2026-08-28 14:26:00+00:00,26.295,26.295,26.275,26.295
2026-08-28 14:27:00+00:00,26.285,26.3,26.285,26.295
2026-08-28 14:28:00+00:00,26.285,26.29,26.275,26.285
2026-08-28 14:29:00+00:00,26.305,26.315,26.285,26.285
2026-08-28 14:30:00+00:00,26.335,26.335,26.305,26.305
2026-08-28 14:31:00+00:00,26.335,26.355,26.335,26.335
2026-08-28 14:32:00+00:00,26.325,26.335,26.32,26.335
2026-08-28 14:33:00+00:00,26.345,26.345,26.315,26.325
2026-08-28 14:34:00+00:00,26.345,26.355,26.345,26.345
2026-08-28 14:35:00+00:00,26.365,26.365,26.345,26.345
2026-08-28 14:36:00+00:00,26.375,26.375,26.365,26.365
2026-08-28 14:37:00+00:00,26.365,26.38,26.365,26.375
2026-08-28 14:38:00+00:00,26.365,26.375,26.355,26.365
2026-08-28 14:39:00+00:00,26.345,26.37,26.345,26.365
2026-08-28 14:40:00+00:00,26.345,26.345,26.33,26.345
2026-08-28 14:41:00+00:00,26.325,26.345,26.325,26.345
