date,Close,High,Low,Open
2026-04-02 13:30:00+00:00,306.44,306.98,304.28,304.4
2026-04-02 13:31:00+00:00,308.1,308.13,306.98,306.98
2026-04-02 13:32:00+00:00,306.96,308.26,306.655,307.945
2026-04-02 13:33:00+00:00,305.65,306.9,305.65,306.9
2026-04-02 13:34:00+00:00,305.62,305.93,305.23,305.55
2026-04-02 13:35:00+00:00,303.86,305.35,303.86,305.285
2026-04-02 13:36:00+00:00,303.515,303.92,303.24,303.92
2026-04-02 13:37:00+00:00,303.45,304.105,303.2,303.535
2026-04-02 13:38:00+00:00,302.97,303.62,302.97,303.275
2026-04-02 13:39:00+00:00,302.22,303.055,302.22,302.99
2026-04-02 13:40:00+00:00,302.5,303.045,302.15,302.25
2026-04-02 13:41:00+00:00,302.975,303.06,302.1,302.52
2026-04-02 13:42:00+00:00,302.64,303.0,302.3,302.95
2026-04-02 13:43:00+00:00,302.305,302.745,302.24,302.645
2026-04-02 13:44:00+00:00,302.32,302.515,302.075,302.3
2026-04-02 13:45:00+00:00,302.83,303.065,301.75,302.395
2026-04-02 13:46:00+00:00,303.425,303.47,302.725,302.89
2026-04-02 13:47:00+00:00,303.685,304.185,303.37,303.435
2026-04-02 13:48:00+00:00,303.925,304.06,303.54,303.76
2026-04-02 13:49:00+00:00,303.615,304.24,303.555,303.875
2026-04-02 13:50:00+00:00,304.07,304.225,302.37,303.615
2026-04-02 13:51:00+00:00,303.97,304.4,303.905,304.11
2026-04-02 13:52:00+00:00,304.305,304.555,304.025,304.045
2026-04-02 13:53:00+00:00,305.46,305.605,304.24,304.27
2026-04-02 13:54:00+00:00,305.615,306.09,305.37,305.37
2026-04-02 13:55:00+00:00,305.65,305.83,305.52,305.575
2026-04-02 13:56:00+00:00,305.7,305.855,304.565,305.82
2026-04-02 13:57:00+00:00,306.31,306.34,305.38,305.695
2026-04-02 13:58:00+00:00,306.845,306.91,306.21,306.295
2026-04-02 13:59:00+00:00,307.01,307.59,306.815,306.815
2026-04-02 14:00:00+00:00,307.1,307.265,306.865,307.105
2026-04-02 14:01:00+00:00,307.025,307.2,306.875,307.11
2026-04-02 14:02:00+00:00,306.555,307.13,306.47,306.985
2026-04-02 14:03:00+00:00,306.8,306.91,305.38,306.54
2026-04-02 14:04:00+00:00,307.07,308.215,306.74,306.88
2026-04-02 14:05:00+00:00,307.4,307.445,306.68,307.065
2026-04-02 14:06:00+00:00,308.805,308.84,307.3,307.405
2026-04-02 14:07:00+00:00,308.39,309.075,308.33,308.69
2026-04-02 14:08:00+00:00,308.76,308.9,308.405,308.49
2026-04-02 14:09:00+00:00,308.92,309.13,308.68,308.755
2026-04-02 14:10:00+00:00,309.14,309.325,308.68,308.915
2026-04-02 14:11:00+00:00,309.565,309.885,309.035,309.155
2026-04-02 14:12:00+00:00,309.29,309.645,309.29,309.56
2026-04-02 14:13:00+00:00,309.14,309.405,309.03,309.395
2026-04-02 14:14:00+00:00,308.885,309.355,307.91,309.195
2026-04-02 14:15:00+00:00,309.24,309.25,308.715,308.84
2026-04-02 14:16:00+00:00,309.29,310.11,309.16,309.22
2026-04-02 14:17:00+00:00,309.33,309.36,308.85,309.09
2026-04-02 14:18:00+00:00,309.825,309.875,309.28,309.34
2026-04-02 14:19:00+00:00,309.49,310.355,309.375,309.82
2026-04-02 14:20:00+00:00,309.29,309.745,309.265,309.425
2026-04-02 14:21:00+00:00,309.97,310.055,309.28,309.28
2026-04-02 14:22:00+00:00,309.55,309.965,309.36,309.965
2026-04-02 14:23:00+00:00,309.335,309.675,309.26,309.53
2026-04-02 14:24:00+00:00,309.42,309.435,309.135,309.335
2026-04-02 14:25:00+00:00,308.62,310.175,308.43,309.42
2026-04-02 14:26:00+00:00,308.52,308.865,308.41,308.61
2026-04-02 14:27:00+00:00,308.42,308.65,308.185,308.455
2026-04-02 14:28:00+00:00,308.715,308.725,308.18,308.41
2026-04-02 14:29:00+00:00,308.14,308.655,308.07,308.615
2026-04-02 14:30:00+00:00,308.455,308.46,308.01,308.095
2026-04-02 14:31:00+00:00,308.71,308.93,308.505,308.625
2026-04-02 14:32:00+00:00,308.88,309.145,308.44,308.735
2026-04-02 14:33:00+00:00,309.365,309.47,308.95,308.97
2026-04-02 14:34:00+00:00,309.595,309.6,309.335,309.41
2026-04-02 14:35:00+00:00,310.27,310.27,309.57,309.6
2026-04-02 14:36:00+00:00,312.245,312.36,310.21,310.295
2026-04-02 14:37:00+00:00,312.875,313.565,311.89,312.12
2026-04-02 14:38:00+00:00,311.785,312.2,311.785,312.19
2026-04-02 14:39:00+00:00,313.12,313.31,311.46,311.81
2026-04-02 14:40:00+00:00,312.08,312.78,312.08,312.78
2026-04-02 14:41:00+00:00,311.31,312.165,311.31,312.065
2026-04-02 14:42:00+00:00,312.1,312.105,311.5,311.5
2026-04-02 14:43:00+00:00,312.945,313.02,311.87,311.935
2026-04-02 14:44:00+00:00,313.63,313.635,312.91,312.945
2026-04-02 14:45:00+00:00,313.5,313.715,313.43,313.55
2026-04-02 14:46:00+00:00,312.76,313.23,312.65,313.23
2026-04-02 14:47:00+00:00,312.62,312.88,312.44,312.88
2026-04-02 14:48:00+00:00,312.225,312.59,312.095,312.475
2026-04-02 14:49:00+00:00,311.52,312.245,311.435,312.24
2026-04-02 14:50:00+00:00,311.235,311.545,310.72,311.545
2026-04-02 14:51:00+00:00,311.35,311.71,311.27,311.31
2026-04-02 14:52:00+00:00,312.29,312.29,311.28,311.28
2026-04-02 14:53:00+00:00,311.69,312.48,311.595,312.29
2026-04-02 14:54:00+00:00,312.23,312.4,311.69,311.7
2026-04-02 14:55:00+00:00,312.62,312.67,312.07,312.22
2026-04-02 14:56:00+00:00,312.75,313.095,312.565,312.62
2026-04-02 14:57:00+00:00,313.095,313.1,312.39,312.75
2026-04-02 14:58:00+00:00,313.22,313.39,313.06,313.1
2026-04-02 14:59:00+00:00,312.99,313.225,312.905,313.22
2026-04-02 15:00:00+00:00,312.205,312.905,312.2,312.905
